Cell Type,Clone,Substrate,Loading,Media,Donor,Days CM,Passage,Pre-Fix.Stain,Post-Fix.Stain,Experiment ID,Purpose,Date FISHed,Date Imaged,ImageObject?,Folder,Good?,Data Processed?,FISHed/Processed By,Notes,Treatment.Type,Treatment.Length,GFP.dye,GFP.type,GFP.target,alexa.dye,alexa.target,TMR.dye,TMR.target,cy.dye,cy.target,nir.dye,nir.target,dapi.dye,dapi.target
MSC,het,agarose,static,CM-,5,4,,,,A38,MSCs het differentiation in gels core,2014-07-08,2014-07-09,,/2014-07-09_R2_MSC_D4/R2_MSC_gel_CMminus_D4,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,5,4,,,,A39,MSCs het differentiation in gels core,2014-07-08,2014-07-09,,/2014-07-09_R2_MSC_D4/R2_MSC_gel_CMplus_D4,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,5,7,,,,A40,MSCs het differentiation in gels core,2014-07-24,2014-07-25,,/2014-07-25_MSC_R2_gel_D7/MSC_R2_gel_D7_CMminus,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,5,7,,,,A41,MSCs het differentiation in gels core,2014-07-24,2014-07-25,,/2014-07-25_MSC_R2_gel_D7/MSC_R2_gel_D7_CMplus,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,5,14,,,,A42,MSCs het differentiation in gels core,2014-07-09,2014-07-10,,/2014-07-10_R2_MSC_D14/R2_MSC_gel_CMminus_D14,,y AC,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,5,14,,,,A43,MSCs het differentiation in gels core,2014-07-09,2014-07-10,,/2014-07-10_R2_MSC_D14/R2_MSC_gel_CMplus_D14,,y AC,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,5,21,,,,A44,MSCs het differentiation in gels core,2014-11-23,2014-11-24,,/2014-11-24_donor5_D21_MSC_gels/Donor5_cmminus_D21,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,21,,,,A45,MSCs het differentiation in gels core,2014-11-23,2014-11-24,,/2014-11-24_donor5_D21_MSC_gels/Donor5_cmplus_D21,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,0,,DTAF,,A46,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,0,,DTAF,,A47,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,1,,DTAF,,A48,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,1,,DTAF,,A49,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,4,,DTAF,,A50,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,4,,DTAF,,A51,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,7,,DTAF,,A52,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,7,,DTAF,,A53,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,14,,DTAF,,A54,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,14,,DTAF,,A55,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,5,21,,DTAF,,A56,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,5,21,,DTAF,,A57,MSCs het differentiation in gels core,2014-10-05,2014-10-06,,/2014-10-07_DTAFandalcianbluetest/IF_alcianblue_noFISH,,,,,,,,,,,,,,,,,,,
MSC,het,glass,static,Basal,5,0,,,,G58,MSCs het differentiation in gels core (D0 MSCs on glass),2014-05-21,2014-05-22,,/2014-05-22_D0_MSCs_rep2_glass,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,0,,FixDead,,A58,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,0,,FixDead,,A59,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,1,,FixDead,,A60,MSCs het differentiation in gels core,2014-06-04,2014-06-05,,/2014-06-05_D1_MSCs_rep3_gel_CMminus,,y AC,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,1,,FixDead,,A61,MSCs het differentiation in gels core,2014-06-11,2014-06-12,,/2014-06-12_D1_MSCs_rep3_gel_CMplus,,y AC,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,4,,FixDead,,A62,MSCs het differentiation in gels core,2014-06-26,2014-06-27,,/2014-06-27_D4_MSCs_rep3_gels_f1_55kPa_basal/R3_MSC_gel_D4_CMminus,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,4,,FixDead,,A63,MSCs het differentiation in gels core,2014-06-25,2014-06-26,,/2014-06-26_D4_D7_MSCs_rep3_gels/R3_MSC_gel_D4_CMplus,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,7,,FixDead,,A64,MSCs het differentiation in gels core,2014-06-25,2014-06-26,,/2014-06-26_D4_D7_MSCs_rep3_gels/R3_MSC_gel_D7_CMminus,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,7,,FixDead,,A65,MSCs het differentiation in gels core,2014-06-22,2014-06-23,,/2014-06-23_D14_D7_MSCs_rep3_gels/rep3_D7_mscs_CMplus_maybe,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,14,,FixDead,,A66,MSCs het differentiation in gels core,2014-06-22,2014-06-23,,/2014-06-23_D14_D7_MSCs_rep3_gels/rep3_D14_mscs_CMminus,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,14,,FixDead,,A67,MSCs het differentiation in gels core,2014-06-19,2014-06-20,,/2014-06-20_D14_MSCs_rep3_gel_CMplus,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,21,,FixDead,,A68,MSCs het differentiation in gels core,2014-06-02,2014-06-03,,/2014-06-03_D21_MSCs_rep3_gel_CMminus,,y AC,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,21,,FixDead,,A69,MSCs het differentiation in gels core,2014-06-03,2014-06-04,,/2014-06-04_D21_MSCs_rep3_gel_CMplus,,y AC,,"sooooo many dead cells, but definitely some live ones too",,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,0,,,,A70,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,0,,,,A71,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,1,,,,A72,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,1,,,,A73,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,4,,,,A74,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,4,,,,A75,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,7,,,,A76,MSCs het differentiation in gels core,2014-07-23,2014-07-24,,/2014-07-24_MSC_R3_gel_D7/MSC_R3_gel_D7_CMminus,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM+,7,7,,,,A77,MSCs het differentiation in gels core,2014-07-23,2014-07-24,,/2014-07-24_MSC_R3_gel_D7/MSC_R3_gel_D7_CM+,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,agarose,static,CM-,7,14,,,,A78,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,14,,,,A79,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,21,,,,A80,MSCs het differentiation in gels core,2014-11-20,2014-11-21,,/2014-11-21_donor7_rep3_CM-_d21,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,21,,,,A81,MSCs het differentiation in gels core,2014-11-18,2014-11-19,,/2014-11-19_R3_D21_CMplus_nostain,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,0,,DTAF,,A82,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,0,,DTAF,,A83,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,1,,DTAF,,A84,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,1,,DTAF,,A85,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,4,,DTAF,,A86,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,4,,DTAF,,A87,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,7,,DTAF,,A88,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,7,,DTAF,,A89,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,14,,DTAF,,A90,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,14,,DTAF,,A91,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM-,7,21,,DTAF,,A92,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,CM+,7,21,,DTAF,,A93,MSCs het differentiation in gels core,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,PA - 55kPA,static,adipo/osteo,8,7,,,,P1,Fig 1 - MSCs on different substrates,2014-06-18,2014-06-19,,/2014-06-19_fig1_mscs/fig1_MSCs_55kPA-PA_D7_ados,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,PA - 55kPA,static,adipo/osteo,8,7,,,,P2,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,PA - 5kPA,static,adipo/osteo,8,7,,,,P3,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,PA - 5kPA,static,adipo/osteo,8,7,,,,P4,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,basal,8,7,,,,A94,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,agarose,static,basal,8,7,,,,A95,Fig 1 - MSCs on different substrates,2014-07-29,2014-07-30,,/2014-07-30_fig1_MSCs/Fig1_MSC_agarose,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,glass,static,basal,8,7,,,,G66,Fig 1 - MSCs on different substrates,2014-06-18,2014-06-19,,/2014-06-19_fig1_mscs/fig1_MSCs_glass_basal,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,glass,static,basal,8,7,,,,G59,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,scaffold,static,basal,8,7,,,,S26,Fig 1 - MSCs on different substrates,2014-07-28,2014-07-29,,/2014-07-29_fig1scaffold_P0Don3glassCHrediff/Fig1_MSC_scaffold,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,scaffold,static,basal,8,7,,,,S27,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,PA - 55kPA,static,basal,8,7,,,,P5,Fig 1 - MSCs on different substrates,2014-06-26,2014-06-27,,/2014-06-27_D4_MSCs_rep3_gels_f1_55kPa_basal/fig1_MSCs_basal_55kPa,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,PA - 55kPA,static,basal,8,7,,,,P6,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
MSC,het,PA - 5kPA,static,basal,8,7,,,,P7,Fig 1 - MSCs on different substrates,2014-07-29,2014-07-30,,/2014-07-30_fig1_MSCs/Fig1_MSC_PAgel_5kPa,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
MSC,het,PA - 5kPA,static,basal,8,7,,,,P8,Fig 1 - MSCs on different substrates,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,1B,1,0,FixDead,,A96,chondrocyte redifferentiation core,2014-07-07,2014-07-08,,/2014-07-08_Don1B_CH_gel_P0_D1-D14/Don1B_CH_gel_P0_D1,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,FixDead,,A97,chondrocyte redifferentiation core,2014-07-07,2014-07-08,,/2014-07-08_Don1B_CH_gel_P0_D1-D14/Don1B_CH_gel_P0_D14,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,1,0,,,A98,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,1B,14,0,,,A99,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,glass,static,basal,1B,1,0,,,G60,chondrocyte redifferentiation core,2014-07-21,2014-07-22,,/2014-07-22_CH_rediff/CH_P0_glass_Don1B,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,glass,static,basal,1B,1,5,,,G61,chondrocyte redifferentiation core,2014-07-27,2014-07-28,,/2014-07-28_CHrediff_P5_glass/CHrediff_glass_P5_Don1B,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,1,5,FixDead,,A100,chondrocyte redifferentiation core,2014-07-15,2014-07-16,,/2014-07-16_P5_CH_gels/2014-07-16_Don1B_CH_gel_P5_D1,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,5,FixDead,,A101,chondrocyte redifferentiation core,2014-07-21,2014-07-22,,/2014-07-22_CH_rediff/CH_P5_gel_Don1B_D14,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,1,5,,,A102,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,1B,14,5,,,A103,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,2,1,0,FixDead,,A104,chondrocyte redifferentiation core,2014-08-18,2014-08-19,,/2014-08-19_chon_rediff_Don2/P0_D1_Don2_chon_rediff,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,14,0,FixDead,,A105,chondrocyte redifferentiation core,2014-08-18,2014-08-19,,/2014-08-19_chon_rediff_Don2/P0_D14_Don2_chon_rediff,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,1,0,,,A106,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,2,14,0,,,A107,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,glass,static,basal,2,1,0,,,G62,chondrocyte redifferentiation core,2014-07-21,2014-07-22,,/2014-07-22_CH_rediff/CH_P0_glass_Don2,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,glass,static,basal,2,1,5,,,G63,chondrocyte redifferentiation core,2014-07-27,2014-07-28,,/2014-07-28_CHrediff_P5_glass/CHrediff_glass_P5_Don2,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,1,5,FixDead,,A108,chondrocyte redifferentiation core,2014-08-18,2014-08-19,,/2014-08-19_chon_rediff_Don2/P5_D1_Don2_chon_rediff,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,14,5,FixDead,,A109,chondrocyte redifferentiation core,2014-08-18,2014-08-19,,/2014-08-19_chon_rediff_Don2/P5_D14_Don2_chon_rediff,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,1,5,,,A110,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,2,14,5,,,A111,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,11,1,0,FixDead,,A112,chondrocyte redifferentiation core,2014-06-30,2014-07-01,,/2014-07-01_Don3_CH_gel_P0_D1-D14/Don3_CH_gel_P0_D1,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,11,14,0,FixDead,,A113,chondrocyte redifferentiation core,2014-06-30,2014-07-01,,/2014-07-01_Don3_CH_gel_P0_D1-D14/Don3_CH_gel_P0_D14,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,11,1,0,,,A114,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,11,14,0,,,A115,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,glass,static,basal,11,1,0,,,G64,chondrocyte redifferentiation core,2014-07-28,2014-07-29,,/2014-07-29_fig1scaffold_P0Don3glassCHrediff/CHrediff_glass_P0_Don3,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,glass,static,basal,11,1,5,,,G65,chondrocyte redifferentiation core,2014-07-27,2014-07-28,,/2014-07-28_CHrediff_P5_glass/CHrediff_glass_P5_Don3,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,11,1,5,FixDead,,A116,chondrocyte redifferentiation core,2014-07-15,2014-07-16,,/2014-07-16_P5_CH_gels/2014-07-16_Don3_CH_gel_P5_D1,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,11,14,5,FixDead,,A117,chondrocyte redifferentiation core,2014-07-15,2014-07-16,,/2014-07-16_P5_CH_gels/2014-07-16_Don3_CH_gel_P5_D14,,,,,,,atto488,FixableDead,dead cells,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,11,1,5,,,A118,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,11,14,5,,,A119,chondrocyte redifferentiation core,,,,,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,11,14,0,,AlcianBlue,A120,Alcian Blue FISH test,2014-08-06,2014-08-07,,/2014-08-07_chon_D14Don3P1_alcian_blue,,,,,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A121,Alcian Blue FISH test,2014-10-07,2014-10-08,,/2014-10-08_alcian_blue_with_modified_FISH,,,,stained 2014-10-6,,,,,,,,cy3,GAPDH,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A122,Alcian Blue FISH test,2014-10-16,2014-10-17,,,,,,,pH 2.5 Alcian blue,10 minutes,,,,alexa594,GAPDH,,,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A123,Alcian Blue FISH test,2014-10-19,2014-10-20,,,,,,longer ethanol wash than A122,pH 2.5 Alcian blue,10 minutes,,,,alexa594,GAPDH,,,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,,A124,Alcian Blue FISH test,2014-10-20,2014-10-21,,/2014-10-21_pH25_treatment_and_control/pH2_5_treated,,,,control for new Alcian blue protocol RNA degredation,pH 2.5 acetic acid,20 minutes,,,,alexa594,GAPDH,,,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,,A125,Alcian Blue FISH test,2014-10-20,2014-10-21,,/2014-10-21_pH25_treatment_and_control/nfwater_control,,,,,NF water,20 minutes,,,,alexa594,GAPDH,,,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A126,Alcian Blue FISH test,2014-10-21,2014-10-22,,/2014-10-22_pH25_AlB_1to100_withFISH,,,,,pH 2.5 Alcian blue 1:100,20 minutes,,,,alexa594,GAPDH,,,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A127,Alcian Blue FISH test,2014-10-22,2014-10-23,,,,,,,pH 2.5 Alcian blue 1:100,20 minutes,,,,,,,,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A128,Alcian Blue FISH test,2014-10-22,2014-10-23,,/2014-10-23_pH25_AlB_1to100_withmanyFISH/pH25_AlB_1to100_withFISH_gapcy3agg647,,,,,pH 2.5 Alcian blue 1:100,20 minutes,,,,,,cy3,GAPDH,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,AlcianBlue,A129,Alcian Blue FISH test,2014-10-22,2014-10-23,,/2014-10-23_pH25_AlB_1to100_withmanyFISH/pH25_AlB_1to100_withFISH_aggcy3gap647,,,,,pH 2.5 Alcian blue 1:100,20 minutes,,,,,,cy3,aggrecan,a647N,GAPDH,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,DTAF,AlcianBlue,A130,Alcian Blue FISH test,2014-11-03,2014-11-04,,/2014-11-04_gelFISH_before-alcian-blue_individualpositions,,,,"Alcian blue imaged day after FISH, no squishing",standard Alcian blue,,a488,DTAF,,,,cy3,GAPDH,a647N,aggrecan,,,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,DTAF,AlcianBlue,A131,Alcian Blue FISH test,2014-11-03,2014-11-05,,/2014-11-05_gel-before-alcian-blue-scan_NOPERFECTFOCUS,,,,,,,,,,,,,,,,,,,
chondrocyte,het,agarose,static,basal,1B,14,0,,Aggrecan-IF,A132,Aggrecan Ab test,2014-11-11,2014-11-12,,/2014-11-12_aggrecan_Ab_and_sponge_tests/aggrecan_Ab_with_FISH,,,,,Aggrecan IF WITH hyb,,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,Aggrecan-IF,A133,Aggrecan Ab test,2014-11-11,2014-11-12,,/2014-11-12_aggrecan_Ab_and_sponge_tests/Ab_after_FISH,,,,,Aggrecan IF AFTER hyb in 2XSSC,,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,1B,14,0,,,A134,metal sponge squish test,2014-11-11,2014-11-12,,/2014-11-12_aggrecan_Ab_and_sponge_tests/gel_under_metal_sponge_FISH,,,,metal sponge squished,,,,,,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,14,0,DTAF,Aggrecan-IF,A135,Aggrecan Ab test,2014-11-13,2014-11-15,,/2014-11-15_Ab_whole_protocol_after_FISH/Ab_after_FISH_SSCmount,,,,2XSSC mount,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
chondrocyte,het,agarose,static,basal,2,14,0,DTAF,Aggrecan-IF,A136,Aggrecan Ab test,2014-11-13,2014-11-15,new,/2014-11-15_Ab_whole_protocol_after_FISH/Ab_after_FISH_PBSmount,,,,PBS mount,"Aggrecan IF AFTER FISH, full protocol",,a488,IF,aggrecan,alexa594,LPL,cy3,osteopontin,a647N,aggrecan,atto700,GAPDH,dapi,DNA
